id,district,state,state_code,year,state_tier,population,population_density,urban_population_pct,rural_population_pct,sc_st_population_pct,working_age_population_pct,female_male_ratio,gdp_per_capita,gsdp_growth_rate,poverty_rate,unemployment_rate,average_household_income,tax_revenue_per_capita,credit_deposit_ratio,imr,mmr,u5mr,life_expectancy,hospital_beds_per_1000,doctors_per_1000,health_centres_count,immunization_coverage_pct,malnutrition_rate,health_alloc_cr,health_spent_cr,health_efficiency,literacy_rate,ger_primary,ger_secondary,ger_higher,dropout_rate_primary,dropout_rate_secondary,student_teacher_ratio,schools_per_1000,gender_parity_index,education_alloc_cr,education_spent_cr,education_efficiency,agricultural_land_pct,irrigation_coverage_pct,crop_yield_index,farmer_income_inr,msp_benefit_pct,kisan_credit_coverage,drought_frequency_index,agriculture_alloc_cr,agriculture_spent_cr,agriculture_efficiency,road_density,nh_connectivity_index,railway_density,electrification_rate,internet_penetration_pct,mobile_connectivity_pct,infrastructure_alloc_cr,infrastructure_spent_cr,infrastructure_efficiency,safe_water_access_pct,sanitation_coverage_pct,groundwater_stress_index,renewable_energy_pct,energy_consumption_per_capita,water_alloc_cr,energy_alloc_cr,health_outcome_score,education_outcome_score,agriculture_outcome_score,infrastructure_outcome_score,overall_welfare_score,citizen_satisfaction_score,health_need_index,education_need_index,infrastructure_need_index,overall_need_index,uplift_multiplier,absorption_capacity
199,Rourkela,Odisha,OD,2020,C,749843,4938,45.7,54.3,20.2,60.8,0.886,100252.0,8.4,42.8,11.7,92915.0,5326.0,93.7,52.3,187.0,71.3,67.0,0.95,0.68,80,77.0,36.7,234.94,189.66,0.807,79.2,94.7,76.1,31.7,8.9,14.0,41.0,3.65,0.908,288.39,244.93,0.849,55.6,60.9,76.3,60761.0,61.7,46.8,0.85,282.44,185.4,0.656,0.8,60.7,0.0387,71.5,34.5,45.6,404.02,313.64,0.776,53.6,42.4,0.67,13.4,527.0,139.61,152.88,49.2,53.1,39.9,33.2,44.3,2.53,65.6,46.6,64.3,58.8,0.9,0.772
200,Rourkela,Odisha,OD,2021,C,758346,2051,46.1,53.9,35.0,68.0,1.008,106496.0,3.9,37.2,12.1,93567.0,5256.0,69.0,52.4,176.0,70.6,64.3,1.33,0.64,49,76.0,33.4,247.71,199.8,0.807,79.5,97.9,70.3,25.2,8.2,18.0,37.0,2.92,0.944,311.99,219.87,0.705,57.3,48.5,78.1,58890.0,45.7,31.0,0.58,293.62,196.39,0.669,0.82,60.8,0.0411,70.2,45.2,49.2,448.52,325.42,0.726,55.5,40.1,0.32,16.4,578.0,151.01,161.67,52.2,45.3,26.2,36.7,41.4,2.01,64.8,50.8,61.2,58.9,0.9,0.727
201,Rourkela,Odisha,OD,2022,C,764487,2604,45.5,54.5,31.6,67.6,0.979,112317.0,6.7,38.2,9.1,101758.0,5452.0,75.4,48.3,178.0,63.3,66.3,1.15,0.6,100,79.5,28.8,274.66,189.25,0.689,83.2,94.4,71.4,30.5,8.1,13.4,40.0,2.96,0.957,312.71,279.11,0.893,53.6,55.2,86.6,67497.0,56.0,34.1,0.6,310.97,216.27,0.695,1.02,46.8,0.0422,74.3,45.2,54.7,491.48,379.9,0.773,48.9,48.3,0.47,18.1,595.0,156.57,166.66,65.7,57.8,41.8,40.3,52.6,2.57,58.7,42.4,58.5,53.2,0.9,0.762
202,Rourkela,Odisha,OD,2023,C,775567,1984,43.9,56.1,36.6,65.6,0.986,117521.0,5.3,40.1,8.2,103460.0,5875.0,72.5,49.7,164.0,77.0,67.6,1.06,0.71,89,76.7,35.3,294.34,163.71,0.556,83.5,93.3,71.4,33.3,7.9,15.6,37.0,3.35,0.931,338.21,229.22,0.678,55.7,63.9,76.9,64819.0,63.5,59.7,0.9,317.04,175.9,0.555,1.05,75.1,0.0396,75.6,51.8,57.3,535.53,360.46,0.673,56.8,49.5,0.5,18.9,605.0,157.05,188.51,61.9,56.4,48.1,49.1,54.6,2.63,63.1,45.4,49.6,52.7,0.9,0.616
203,Rourkela,Odisha,OD,2024,C,788853,3822,44.1,55.9,39.7,60.2,0.904,125237.0,8.9,33.1,10.2,111808.0,5934.0,84.8,47.3,155.0,59.0,65.5,1.42,0.87,61,80.0,28.2,301.89,168.49,0.558,83.9,96.2,79.2,34.3,7.4,13.0,36.0,4.07,0.961,373.26,225.53,0.604,50.3,62.9,74.2,70061.0,47.2,31.7,0.42,336.15,182.37,0.543,1.12,59.9,0.0376,79.4,60.7,59.9,582.12,502.86,0.864,52.3,52.5,0.67,21.5,643.0,179.6,207.16,75.4,67.9,37.3,51.5,59.9,3.11,57.4,42.2,47.0,48.9,0.9,0.642
204,Sambalpur,Odisha,OD,2018,C,705549,579,13.2,86.8,25.5,63.7,0.978,63959.0,4.4,39.9,11.6,85841.0,4882.0,53.7,51.9,203.0,77.7,64.3,0.48,0.39,45,66.7,32.2,198.3,156.08,0.787,69.4,90.2,66.0,22.9,8.6,14.8,40.0,2.62,0.883,245.93,152.85,0.622,58.4,49.4,80.3,52794.0,35.8,37.3,0.79,248.21,162.63,0.655,0.48,43.6,0.0248,65.3,12.9,41.6,354.08,189.74,0.536,46.4,31.6,0.55,9.0,508.0,122.61,133.13,22.7,25.0,22.6,15.1,21.4,1.0,70.5,56.4,81.0,69.3,0.9,0.65
205,Sambalpur,Odisha,OD,2019,C,715412,317,10.1,89.9,33.5,67.7,0.907,64749.0,6.8,42.8,10.0,85002.0,5134.0,89.7,49.7,205.0,68.6,64.8,0.75,0.45,73,67.1,38.0,208.57,176.92,0.848,71.3,92.0,67.7,29.9,7.4,18.7,40.0,3.33,0.907,263.16,188.49,0.716,61.9,51.0,71.4,59686.0,61.9,28.2,0.95,268.86,150.81,0.561,0.5,72.7,0.0236,65.4,13.6,41.6,385.61,219.3,0.569,43.0,39.8,0.77,10.5,516.0,127.37,138.49,27.4,32.6,18.2,21.4,25.4,1.24,71.0,55.5,74.7,67.1,0.9,0.674
206,Sambalpur,Odisha,OD,2020,C,735822,182,11.8,88.2,25.8,62.7,0.956,70241.0,9.5,41.1,9.5,95236.0,5270.0,86.7,56.3,177.0,73.6,67.2,0.98,0.51,32,74.3,30.8,231.41,141.69,0.612,70.1,91.1,73.3,26.0,5.8,15.5,37.0,3.64,0.905,280.0,243.25,0.869,57.4,56.4,79.2,62142.0,38.3,66.6,0.83,279.95,210.44,0.752,0.66,45.6,0.0144,71.8,22.3,45.8,423.22,300.4,0.71,44.1,43.4,0.74,10.3,556.0,132.75,149.22,51.1,35.1,40.9,24.4,38.4,2.15,65.1,56.0,71.9,64.3,0.9,0.736
207,Sambalpur,Odisha,OD,2021,C,732179,219,13.7,86.3,25.1,66.7,0.88,75931.0,7.6,42.5,10.3,93782.0,5254.0,93.0,53.5,171.0,77.4,65.9,1.15,0.54,100,78.2,36.2,240.52,212.23,0.882,73.2,99.2,73.7,24.5,7.4,17.9,37.0,3.19,0.93,297.77,214.39,0.72,46.8,61.6,82.0,58782.0,60.6,57.6,0.26,288.83,211.01,0.731,0.65,79.5,0.0205,68.9,32.8,47.9,455.1,253.61,0.557,49.3,43.4,0.42,15.1,551.0,144.58,162.97,53.2,38.8,64.4,33.1,46.8,2.29,65.4,55.2,63.5,61.4,0.9,0.722
208,Sambalpur,Odisha,OD,2022,C,740184,166,13.3,86.7,22.2,64.8,0.943,79071.0,4.0,39.9,10.6,99124.0,5573.0,88.6,49.1,156.0,66.2,65.2,0.93,0.54,63,75.3,35.4,266.86,207.21,0.776,72.2,96.9,74.8,28.8,8.7,18.9,40.0,3.44,0.93,310.81,216.89,0.698,59.3,55.3,85.1,62077.0,50.3,54.9,0.61,316.01,276.83,0.876,0.58,51.8,0.0166,74.1,32.7,56.3,476.49,357.87,0.751,55.7,47.5,0.62,14.7,582.0,153.09,170.91,52.2,40.5,48.8,29.6,42.9,2.48,65.5,54.4,65.4,61.8,0.9,0.775
209,Sambalpur,Odisha,OD,2023,C,761736,165,17.9,82.1,25.6,65.8,0.936,82473.0,5.7,31.7,8.0,106871.0,6000.0,58.8,50.8,152.0,64.8,66.6,1.07,0.33,49,77.1,30.1,289.4,218.34,0.754,72.6,99.7,72.9,33.3,7.5,19.0,38.0,3.62,0.93,342.79,256.51,0.748,52.3,63.2,72.8,69472.0,64.1,50.3,0.59,318.23,279.34,0.878,0.62,74.1,0.0296,77.6,42.8,58.9,499.61,324.5,0.649,51.4,53.8,0.75,22.6,614.0,161.77,177.15,64.8,42.2,47.9,39.1,49.3,2.13,61.4,54.0,55.6,57.0,0.9,0.757
210,Sambalpur,Odisha,OD,2024,C,762142,554,18.1,81.9,20.7,65.9,0.978,88630.0,4.1,33.3,7.9,114373.0,5933.0,89.7,47.7,143.0,71.0,67.5,1.17,0.41,47,76.4,29.7,312.12,263.79,0.845,76.5,93.5,71.1,34.2,5.2,13.4,38.0,3.2,0.957,353.24,283.47,0.802,59.9,53.7,87.9,69806.0,66.9,39.3,0.67,335.28,266.28,0.794,0.81,71.3,0.0363,76.3,43.2,62.1,568.04,383.79,0.676,56.9,57.6,0.74,19.9,622.0,177.9,200.87,74.7,51.6,46.8,42.5,55.3,2.47,59.2,46.4,53.9,53.2,0.9,0.779
211,Ajmer,Rajasthan,RJ,2018,B,1106877,510,20.4,79.6,21.3,65.4,0.996,84244.0,4.5,34.5,8.7,117903.0,8546.0,72.5,51.6,167.0,70.6,68.9,1.47,0.63,64,74.7,31.5,314.46,260.92,0.83,64.9,92.3,68.0,30.8,7.2,18.5,30.0,4.32,0.877,413.98,328.23,0.793,38.7,50.7,71.5,70729.0,44.1,27.5,0.79,339.23,255.02,0.752,0.86,69.1,0.0211,81.0,20.3,56.9,484.72,369.72,0.763,57.8,50.3,0.45,11.5,798.0,183.97,197.27,73.6,23.2,15.0,37.6,40.3,1.77,60.3,63.9,58.6,60.9,1.1,0.784
212,Ajmer,Rajasthan,RJ,2019,B,1124551,1066,21.9,78.1,30.1,59.8,0.965,91057.0,6.8,34.4,7.7,127613.0,9036.0,48.4,42.2,167.0,65.4,66.9,1.2,0.67,85,75.3,30.3,335.36,186.52,0.556,63.2,91.2,73.1,24.9,7.7,17.2,31.0,4.47,0.888,422.5,358.17,0.848,35.3,54.3,81.1,78117.0,65.1,38.8,0.51,357.55,213.81,0.598,0.82,55.7,0.0335,81.1,24.6,57.8,542.28,481.45,0.888,60.0,59.3,0.45,11.0,831.0,196.67,206.56,72.6,23.4,45.1,35.5,45.5,2.43,57.8,64.5,60.3,60.9,1.1,0.722
213,Ajmer,Rajasthan,RJ,2020,B,1132433,783,23.2,76.8,33.7,62.9,0.937,98549.0,9.1,36.7,9.3,133811.0,9494.0,91.9,48.4,142.0,59.1,69.4,1.32,0.73,55,69.2,25.4,334.45,217.38,0.65,65.6,96.6,76.9,29.8,7.4,17.1,32.0,4.22,0.887,435.13,274.68,0.631,36.4,56.3,72.3,80949.0,67.1,66.0,0.76,381.47,264.63,0.694,0.88,79.3,0.0358,86.1,29.3,64.6,564.41,291.29,0.516,66.5,60.3,0.8,13.8,884.0,203.05,237.79,81.2,32.4,47.9,45.5,53.4,2.89,58.1,61.6,49.7,56.5,1.1,0.623
214,Ajmer,Rajasthan,RJ,2021,B,1163305,250,21.2,78.8,38.8,57.9,0.89,101664.0,9.6,32.6,9.5,141468.0,9726.0,96.9,38.4,162.0,50.8,67.9,1.45,0.55,55,71.4,25.8,358.99,267.67,0.746,67.6,96.1,76.9,33.0,7.8,17.7,31.0,4.49,0.898,494.22,419.54,0.849,39.0,58.8,70.2,78700.0,32.6,59.2,0.63,418.23,209.83,0.502,1.02,76.2,0.0231,86.9,31.8,62.3,633.59,482.43,0.761,62.5,60.9,0.32,17.4,885.0,213.77,250.16,86.6,37.3,34.7,48.1,54.3,2.87,53.7,60.1,48.2,54.0,1.1,0.714
215,Ajmer,Rajasthan,RJ,2022,B,1168395,287,24.5,75.5,19.9,56.8,0.996,105480.0,4.2,27.4,7.7,146822.0,10596.0,93.2,40.5,139.0,53.4,66.8,1.33,0.57,40,73.4,26.1,414.83,324.14,0.781,69.2,95.0,73.6,31.0,5.5,13.0,33.0,4.89,0.905,494.97,364.07,0.736,37.5,53.8,73.1,83864.0,40.9,43.1,0.17,425.93,372.11,0.874,1.01,85.4,0.0389,90.7,44.9,70.6,710.39,376.69,0.53,67.6,71.9,0.66,25.7,952.0,235.37,269.07,84.5,38.8,40.4,56.0,57.1,3.04,55.3,55.1,39.4,49.9,1.1,0.73
216,Ajmer,Rajasthan,RJ,2023,B,1190051,397,26.5,73.5,36.0,67.5,0.972,113356.0,3.3,35.9,7.3,150681.0,10481.0,89.8,43.3,145.0,63.1,68.0,1.48,0.56,94,73.4,28.0,424.46,322.88,0.761,69.7,92.8,77.7,29.5,4.6,14.7,28.0,4.79,0.942,519.43,318.39,0.613,45.8,62.4,79.0,88077.0,62.0,54.4,0.26,453.88,335.3,0.739,1.17,75.4,0.0434,88.2,52.5,72.9,753.55,406.75,0.54,68.8,72.7,0.62,20.8,976.0,234.25,296.06,85.9,43.8,61.6,58.8,63.7,3.18,56.0,56.8,38.3,50.4,1.1,0.663
217,Ajmer,Rajasthan,RJ,2024,B,1207609,1359,27.0,73.0,38.1,61.4,0.982,121160.0,8.2,29.2,4.9,159839.0,10898.0,89.9,37.0,126.0,57.6,68.8,1.68,0.88,99,75.7,26.2,475.38,332.27,0.699,68.3,94.6,72.1,37.6,7.2,18.5,32.0,4.34,0.92,594.37,421.38,0.709,39.4,65.5,82.4,88505.0,65.6,70.7,0.16,485.99,315.11,0.648,1.15,90.2,0.0455,90.6,51.1,71.8,805.02,406.89,0.505,71.1,68.7,0.44,23.3,1033.0,250.8,296.64,95.0,38.4,78.2,61.6,69.1,3.45,50.3,57.9,35.0,47.7,1.1,0.64
218,Alwar,Rajasthan,RJ,2018,B,1142570,423,20.0,80.0,17.8,55.9,0.903,86877.0,8.9,36.1,5.5,116336.0,8948.0,61.8,49.4,170.0,73.9,68.6,1.6,0.57,60,67.7,33.5,304.53,183.03,0.601,63.7,91.0,70.0,28.6,7.4,14.6,35.0,4.27,0.92,403.41,340.27,0.843,44.7,45.2,69.0,70884.0,35.5,64.9,0.13,353.98,237.8,0.672,0.84,65.7,0.017,81.7,16.3,55.9,520.69,445.51,0.856,63.4,56.1,0.43,12.0,813.0,187.83,194.56,69.5,27.9,41.8,35.5,45.1,2.54,62.6,58.8,60.4,60.6,1.1,0.743
219,Alwar,Rajasthan,RJ,2019,B,1146535,282,20.4,79.6,24.6,60.6,0.951,94602.0,6.9,31.4,3.5,121387.0,9184.0,72.7,42.6,169.0,63.7,66.3,1.31,0.74,52,74.1,29.0,336.82,288.86,0.858,65.5,97.3,75.4,30.0,6.6,16.6,33.0,4.25,0.889,416.71,341.09,0.819,39.7,51.5,79.9,75349.0,33.3,33.4,0.25,366.21,261.78,0.715,0.94,50.6,0.0174,80.0,28.8,58.2,570.69,479.1,0.84,62.1,60.1,0.32,16.0,821.0,198.4,207.74,72.2,31.6,34.3,37.7,45.8,2.44,57.8,60.8,59.4,59.3,1.1,0.808
220,Alwar,Rajasthan,RJ,2020,B,1169324,958,23.9,76.1,24.0,64.1,0.939,96577.0,8.2,38.1,2.4,136733.0,9580.0,88.4,43.0,156.0,66.5,67.3,1.47,0.48,39,74.4,30.5,353.02,214.4,0.607,65.4,93.8,72.0,34.1,8.5,13.6,34.0,4.17,0.931,444.96,362.48,0.815,39.1,52.0,69.3,75162.0,33.7,36.6,0.17,398.13,203.46,0.511,1.02,49.3,0.0369,86.6,27.3,63.1,566.45,494.35,0.873,64.2,56.4,0.41,13.6,860.0,207.65,231.24,80.1,36.5,30.4,41.7,49.7,2.5,57.3,55.8,54.8,56.0,1.1,0.702
221,Alwar,Rajasthan,RJ,2021,B,1174190,902,20.9,79.1,19.3,66.4,0.897,103790.0,5.7,30.2,7.8,138437.0,9839.0,75.6,42.7,144.0,60.8,68.6,1.22,0.64,34,71.4,28.7,388.36,350.74,0.903,64.7,94.9,73.8,28.1,8.1,18.3,33.0,3.81,0.907,498.36,405.95,0.815,52.0,47.4,79.6,81549.0,31.4,48.5,0.53,401.55,242.48,0.604,1.06,65.6,0.0372,85.1,33.7,70.3,668.47,341.99,0.512,68.7,60.1,0.22,17.7,887.0,222.7,253.4,81.1,28.6,31.3,48.3,49.8,2.87,57.4,62.2,48.6,56.1,1.1,0.708
222,Alwar,Rajasthan,RJ,2022,B,1202522,317,22.7,77.3,33.1,69.2,0.974,111109.0,10.5,28.3,8.3,149954.0,10575.0,52.7,41.4,148.0,53.8,68.6,1.4,0.63,63,76.3,27.2,400.59,268.17,0.669,65.8,92.4,71.0,33.6,7.9,13.2,28.0,4.65,0.92,533.38,441.95,0.829,40.3,52.6,79.4,80685.0,34.7,36.0,0.64,432.78,218.13,0.504,1.11,65.1,0.0322,86.3,42.5,73.8,663.86,407.32,0.614,65.4,64.5,0.43,24.5,959.0,224.7,266.69,90.6,35.2,26.7,52.6,54.5,2.84,53.7,58.0,44.5,52.1,1.1,0.654
223,Alwar,Rajasthan,RJ,2023,B,1208643,404,23.6,76.4,21.4,62.8,0.937,118012.0,9.1,27.8,2.8,158155.0,10729.0,91.5,35.5,137.0,50.3,69.9,1.36,0.63,63,81.2,30.5,450.06,420.21,0.934,66.0,92.9,71.5,32.5,7.7,18.4,29.0,4.62,0.965,544.09,344.48,0.633,42.7,55.5,81.2,87062.0,30.7,69.8,0.48,452.96,390.79,0.863,1.0,56.0,0.0402,88.6,51.0,70.2,713.95,504.63,0.707,67.0,72.6,0.58,27.9,990.0,237.76,292.67,95.0,35.7,49.3,50.9,60.0,3.26,50.3,59.7,44.9,51.6,1.1,0.784
224,Alwar,Rajasthan,RJ,2024,B,1223265,338,26.8,73.2,30.2,62.9,0.971,121422.0,4.5,32.0,4.1,155407.0,10801.0,76.5,37.2,137.0,50.2,68.7,1.59,0.79,61,83.6,29.9,474.92,436.04,0.918,68.6,97.3,78.4,37.2,7.6,16.5,33.0,4.45,0.968,587.56,482.53,0.821,39.7,63.6,87.4,88539.0,55.0,46.7,0.79,475.81,279.19,0.587,1.1,78.4,0.0275,92.6,58.3,79.5,773.86,694.43,0.897,74.0,69.6,0.21,24.4,1033.0,248.74,295.91,95.0,48.8,48.9,62.3,66.1,3.0,49.8,54.1,33.4,45.8,1.1,0.806
225,Bharatpur,Rajasthan,RJ,2018,B,1144422,279,21.5,78.5,18.2,66.6,0.9,87247.0,8.2,31.7,10.8,119886.0,8566.0,96.2,47.9,176.0,67.5,68.3,1.07,0.49,57,65.8,31.6,303.68,200.15,0.659,62.0,95.8,73.3,27.0,8.3,15.8,33.0,3.51,0.899,413.98,370.03,0.894,42.6,54.2,76.6,75074.0,45.9,37.8,0.72,343.89,189.77,0.552,0.77,77.9,0.0142,82.2,17.5,50.0,506.55,291.12,0.575,61.2,56.8,0.49,8.3,807.0,187.78,207.56,57.8,25.1,28.7,35.9,38.3,1.9,63.9,62.6,59.4,62.0,1.1,0.67
226,Bharatpur,Rajasthan,RJ,2019,B,1163794,708,23.1,76.9,24.4,55.5,0.983,94630.0,8.2,31.6,4.3,125663.0,9370.0,49.0,48.8,157.0,74.3,69.0,1.36,0.55,83,71.8,30.9,332.47,203.19,0.611,66.2,92.1,75.3,26.7,8.6,15.7,31.0,3.91,0.923,435.79,384.6,0.883,40.8,54.6,80.0,72270.0,46.0,45.3,0.35,369.26,280.95,0.761,0.85,73.4,0.0347,82.4,25.1,54.2,572.64,351.71,0.614,63.2,62.8,0.56,16.3,829.0,186.93,223.77,74.8,33.7,44.6,39.4,49.6,2.77,60.2,59.9,56.4,58.8,1.1,0.717
227,Bharatpur,Rajasthan,RJ,2020,B,1159157,309,18.7,81.3,36.8,57.6,0.943,98287.0,6.7,32.0,6.2,130304.0,9483.0,61.5,44.8,149.0,71.5,67.6,1.27,0.61,90,68.2,30.2,353.11,218.16,0.618,66.9,94.0,69.9,33.7,7.9,20.1,32.0,4.44,0.936,443.47,376.21,0.848,46.7,46.1,77.1,74624.0,59.4,48.9,0.77,383.35,279.96,0.73,0.89,70.6,0.0325,85.3,33.2,65.5,571.48,364.21,0.637,65.9,61.0,0.31,17.4,860.0,203.56,239.72,71.6,32.8,33.4,45.0,47.6,2.12,60.7,60.1,50.5,57.1,1.1,0.708
228,Bharatpur,Rajasthan,RJ,2021,B,1181891,1297,19.7,80.3,36.7,68.4,0.968,102738.0,10.5,34.5,9.6,141869.0,9827.0,68.7,39.6,143.0,59.8,69.5,1.63,0.64,36,70.1,27.2,374.66,297.35,0.794,64.4,99.4,71.6,35.1,7.2,13.4,33.0,4.51,0.926,488.01,306.46,0.628,47.2,61.1,71.5,79075.0,66.1,39.4,0.56,414.14,300.91,0.727,0.99,58.0,0.021,87.5,38.5,67.2,653.7,390.58,0.597,61.2,67.1,0.49,18.0,878.0,210.08,245.03,95.0,35.3,41.6,46.9,57.4,3.15,53.7,56.6,49.1,53.1,1.1,0.686
229,Bharatpur,Rajasthan,RJ,2022,B,1205591,258,25.6,74.4,38.2,68.0,0.951,107947.0,9.4,29.3,4.4,142748.0,10304.0,59.3,37.9,141.0,58.7,68.5,1.78,0.59,44,76.8,27.3,408.79,354.77,0.868,68.2,99.5,73.0,29.9,6.9,12.7,29.0,4.11,0.926,500.61,305.47,0.61,46.9,57.8,82.3,85581.0,34.6,40.6,0.19,445.54,349.22,0.784,0.97,61.4,0.0413,88.6,45.0,66.6,675.82,549.82,0.814,69.9,68.8,0.53,22.5,949.0,226.51,262.29,95.0,38.3,45.7,49.1,59.5,2.89,50.7,56.4,46.5,51.2,1.1,0.769
230,Bharatpur,Rajasthan,RJ,2023,B,1221681,582,24.3,75.7,33.2,69.5,0.942,115881.0,9.7,34.6,8.6,152703.0,10593.0,76.5,43.7,148.0,54.3,68.2,1.58,0.85,82,76.6,23.2,433.32,254.98,0.588,69.3,98.5,74.6,33.3,8.0,13.6,29.0,4.94,0.959,561.73,372.13,0.662,36.4,49.9,75.8,90001.0,39.6,59.2,0.28,451.5,394.44,0.874,1.02,64.4,0.03,87.7,47.9,71.3,766.33,633.78,0.827,70.4,65.3,0.57,20.9,980.0,248.22,276.23,94.2,45.2,44.8,52.1,61.5,3.3,52.1,54.3,44.0,50.1,1.1,0.738
231,Bharatpur,Rajasthan,RJ,2024,B,1235057,266,26.7,73.3,24.0,64.4,1.007,122039.0,9.6,25.9,2.0,164153.0,11309.0,87.3,42.8,118.0,55.3,70.4,1.46,0.79,74,74.8,24.7,461.58,411.24,0.891,69.6,98.0,76.0,33.2,4.6,14.0,27.0,4.31,0.944,576.77,354.24,0.614,45.0,59.8,74.2,95140.0,34.0,65.2,0.1,492.71,250.05,0.507,1.22,65.3,0.0408,91.4,49.7,78.7,777.0,675.1,0.869,67.5,72.8,0.63,26.1,995.0,264.65,313.44,95.0,45.2,55.2,59.3,65.7,3.0,52.1,55.8,37.7,48.5,1.1,0.72
232,Bikaner,Rajasthan,RJ,2018,B,1166776,678,17.4,82.6,33.5,60.1,0.97,87543.0,5.8,34.5,8.7,123861.0,8562.0,71.4,42.3,169.0,65.7,66.4,1.61,0.6,91,72.6,26.8,301.66,213.47,0.708,62.7,94.0,69.7,32.6,7.7,20.3,35.0,4.38,0.883,413.19,293.89,0.711,43.0,47.8,80.2,71655.0,50.9,64.3,0.14,359.37,285.39,0.794,0.8,67.5,0.0188,82.2,16.3,53.3,521.73,299.17,0.573,57.8,54.2,0.41,12.2,805.0,184.98,207.59,79.6,22.4,57.1,34.8,49.6,2.3,55.9,64.0,60.8,60.2,1.1,0.696
233,Bikaner,Rajasthan,RJ,2019,B,1170472,879,22.4,77.6,36.6,58.6,0.926,93093.0,7.3,35.9,2.4,128232.0,8911.0,68.1,48.9,162.0,61.6,69.2,1.63,0.67,55,68.3,32.9,332.76,296.47,0.891,64.2,93.2,75.9,29.4,6.2,15.2,32.0,3.64,0.906,435.28,369.72,0.849,41.8,59.2,70.9,75561.0,33.6,55.4,0.8,387.34,275.47,0.711,0.94,79.1,0.0347,84.9,23.0,63.4,538.79,324.04,0.601,57.9,55.7,0.66,17.3,846.0,197.08,219.06,75.3,32.3,29.7,44.4,47.7,2.8,61.4,60.4,51.6,57.8,1.1,0.763
234,Bikaner,Rajasthan,RJ,2020,B,1194053,489,23.6,76.4,32.6,64.7,0.946,100968.0,5.0,32.4,9.0,132223.0,9740.0,60.8,42.9,168.0,59.4,67.7,1.35,0.55,75,69.2,31.8,364.82,228.49,0.626,66.4,95.8,68.8,28.1,7.0,18.5,32.0,4.23,0.932,473.99,378.11,0.798,50.1,50.3,83.1,78770.0,62.9,48.9,0.25,397.93,255.08,0.641,1.04,64.4,0.0347,85.1,31.8,59.2,631.81,528.61,0.837,66.9,59.3,0.52,14.1,867.0,200.88,235.31,71.2,28.5,54.9,45.0,50.7,2.27,60.0,60.7,51.9,57.5,1.1,0.726
235,Bikaner,Rajasthan,RJ,2021,B,1206938,494,22.4,77.6,37.1,57.3,0.982,102541.0,3.3,29.8,8.9,137861.0,10120.0,71.5,38.0,156.0,47.3,69.1,1.3,0.6,84,79.0,27.2,392.26,245.68,0.626,67.6,96.8,69.9,29.6,5.6,15.4,29.0,4.44,0.954,473.05,365.72,0.773,45.6,61.1,78.1,81344.0,48.9,38.8,0.14,413.37,214.95,0.52,1.04,58.3,0.0307,83.8,40.3,69.4,630.66,401.97,0.637,67.1,60.0,0.41,17.5,922.0,225.32,252.45,94.3,35.5,50.3,47.6,59.1,2.64,51.3,57.7,49.4,52.8,1.1,0.639
236,Bikaner,Rajasthan,RJ,2022,B,1218295,258,25.8,74.2,39.3,57.8,0.903,112060.0,7.3,27.4,2.6,150389.0,10523.0,61.4,45.3,146.0,69.0,67.9,1.32,0.66,64,76.5,24.4,426.3,276.1,0.648,66.0,96.2,74.4,32.2,7.8,16.0,31.0,4.62,0.904,524.76,463.33,0.883,34.1,54.5,85.8,82993.0,48.3,68.3,0.24,422.03,348.84,0.827,1.17,67.2,0.0323,90.0,44.4,66.7,668.94,462.83,0.692,71.6,71.0,0.77,25.0,940.0,231.26,275.35,85.5,34.4,64.1,54.5,60.7,2.76,54.6,59.7,42.5,52.3,1.1,0.762
237,Bikaner,Rajasthan,RJ,2023,B,1238324,404,21.5,78.5,38.3,62.4,0.932,118451.0,8.4,28.6,9.5,150580.0,10505.0,64.4,42.3,150.0,64.5,70.3,1.38,0.58,74,75.4,29.6,442.26,414.97,0.938,67.0,96.4,75.0,31.4,6.8,14.8,30.0,4.36,0.911,554.1,391.9,0.707,33.5,54.4,76.5,86666.0,35.3,50.3,0.58,463.88,373.62,0.805,1.09,70.9,0.0402,89.6,50.0,71.8,752.89,605.38,0.804,66.7,68.4,0.33,23.4,958.0,247.79,295.29,91.8,36.9,34.5,56.0,57.7,3.19,54.5,58.6,40.3,51.1,1.1,0.814
238,Bikaner,Rajasthan,RJ,2024,B,1254351,538,27.7,72.3,30.7,62.0,0.997,126308.0,9.0,27.8,6.2,165466.0,11138.0,81.0,39.4,139.0,51.8,69.1,1.42,0.8,88,74.4,27.8,461.24,276.58,0.6,68.5,94.6,75.2,34.0,7.0,17.0,31.0,4.12,0.974,595.04,363.54,0.611,49.6,54.2,82.3,90799.0,46.8,66.6,0.41,465.67,400.35,0.86,1.27,79.8,0.0354,89.6,56.9,71.8,784.49,560.88,0.715,68.6,68.1,0.45,24.1,992.0,252.17,297.76,94.6,44.3,55.6,63.1,66.4,3.55,53.4,55.7,34.7,47.9,1.1,0.696
